HiggsM,DNN_score,DPhi_jj,OO1
131039.06,4.278507,2.3345132,-0.8899654
130865.19,-2.9010563,0.44722438,0.047473323
115398.87,-2.2316525,2.737181,0.06254906
127550.27,-3.1170464,2.9170394,0.012243659
129778.29,-2.3176148,2.2667918,-0.28156647
116843.13,-2.1450958,1.48054,-0.20200439
117963.51,-1.3726237,0.11071491,0.02640166
126934.94,-2.6789548,1.9866301,-0.08947129
120665.125,-1.4822551,2.658322,0.0017614627
126354.95,-2.1957202,2.6600974,-0.18952702
131308.17,-3.7295818,2.9296467,-0.027833337
123934.58,-1.7278829,2.5946941,0.37119427
116379.49,-0.55345905,2.2693086,-0.93902236
119147.445,0.58364767,2.3201714,0.51701075
122459.34,0.40120056,0.20664024,0.2004496
131135.53,-1.8461848,3.086833,0.13990088
124186.43,0.00650337,1.9816034,-0.121744365
129633.555,-2.5575154,2.4867573,-0.07322735
128314.13,-2.8603332,2.692635,0.06063982
119607.5,-2.8675392,2.629131,0.17648767
132795.77,-2.7476645,2.7697253,-0.1854606
121283.375,0.096322104,1.6401161,-1.6351079
125837.4,-0.62409896,2.0763376,-0.011360539
115661.97,-2.5865855,2.3662608,-0.24223672
130886.984,-2.6488092,2.1251457,-0.24870831
124662.625,-3.1588721,2.1730034,0.67651993
120300.4,-3.2439969,1.4367443,-0.11715052
122506.945,-1.0152502,2.872353,0.00056735653
115542.15,-1.1237295,2.5781004,-0.027563151
116858.9,2.4483483,0.74045175,-0.16868271
121323.484,-2.7855027,1.6122699,0.14507408
121153.664,1.4317533,2.3364515,-0.09395831
126700.95,0.972261,2.1828825,0.22617179
125661.695,0.104697734,2.5128975,0.14118926
128885.03,-3.1392279,2.50474,-0.109740466
121849.02,-2.7977326,0.32254812,0.037467882
119162.84,0.017140234,2.9324615,0.040853538
130510.49,-2.0437348,2.5371046,0.13536824
125322.234,0.12133224,2.7497516,-0.23095773
131355.31,-1.979604,1.7844476,-0.5288647
124800.516,-2.8975904,0.14698964,0.018596819
116959.89,-2.3639522,1.2667342,0.12024096
129933.46,-0.61540854,1.3953602,-0.41832033
123754.79,3.2903934,2.0747366,-0.38437286
134635.0,-2.395928,2.9251196,0.096296795
131231.77,-0.5632353,1.2621099,-0.2926634
127380.99,-1.1880972,0.8348863,-0.05792775
133106.58,-3.6683683,1.6235095,0.48023033
124465.625,-3.54066,2.4533052,-0.04629725
134392.1,-2.8260248,3.065593,-0.27033246
132611.03,-0.6835112,3.041803,-0.025340883
130764.484,-0.6948374,3.0527332,0.22551134
130214.234,-1.6245322,1.6923065,-0.251783
133544.39,-2.7757697,3.0365338,-0.15646042
132213.4,0.26392922,3.0365012,0.07253002
